id,host_id,street,city,suburb,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
19073145,20240994,Melbourne,Melbourne,Melbourne,VIC,3000,-37.80956305,144.9617052,Apartment,Entire home/apt,6,2,3,184,,,500,89,4,25,2,1125,today,t,26,56,86,176,46,96,10,10,10,10,10,9,34,2.54
22621487,140699473,Jacana,Hume,Jacana,VIC,3047,-37.68734215,144.9094531,Townhouse,Entire home/apt,9,3,6,130,,,150,20,1,25,1,1125,6 days ago,t,14,38,68,338,28,86,9,8,9,9,9,9,4,2.54
26820375,28539469,Footscray,Maribyrnong,Footscray,VIC,3011,-37.79013019,144.8935484,Apartment,Private room,2,1,1,55,,,150,10,2,25,1,1125,yesterday,t,26,56,86,111,11,89,9,9,10,10,9,9,2,2.54
28523156,168492452,Mordialloc,Kingston,Mordialloc,VIC,3195,-38.00904996,145.0888932,Townhouse,Entire home/apt,8,4,4,198,,,500,220,1,0,2,1125,a week ago,t,5,32,49,321,5,80,10,8,10,10,10,9,10,2.54
10143146,52056492,Brighton,Bayside,Brighton,VIC,3186,-37.8958511,145.0021832,Apartment,Entire home/apt,4,2,4,145,,,250,0,2,25,2,1125,6 days ago,t,0,0,0,6,89,99,10,10,10,10,10,10,1,2.54
15989833,102567336,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81531857,144.9536644,Apartment,Private room,2,1,1,61,,,250,35,2,15,1,1125,today,t,13,33,33,33,63,92,9,9,9,10,10,9,6,2.54
26089693,99274516,Collingwood,Yarra,Collingwood,VIC,3066,-37.80653723,144.9858217,Apartment,Entire home/apt,2,1,1,199,,,0,80,1,0,1,8,2 days ago,t,21,26,26,26,13,98,10,10,10,10,10,10,1,2.53
23345186,46605166,Hawthorn,Boroondara,Hawthorn,VIC,3122,-37.81550789,145.0403314,House,Private room,2,1,1,46,,,0,7,1,0,1,14,5 weeks ago,t,0,4,34,34,20,97,10,10,10,10,10,10,1,2.53
4867942,25039474,Southbank,Melbourne,Southbank,VIC,3006,-37.8284089,144.9669873,Apartment,Entire home/apt,6,2,3,195,,,,75,6,25,2,1125,5 days ago,t,9,24,48,308,119,94,10,10,10,10,10,10,1,2.53
10365362,42260023,Carlton North,Yarra,Carlton North,VIC,3054,-37.79090552,144.9702775,Apartment,Entire home/apt,5,2,3,165,,,0,41,4,37,2,1125,yesterday,t,21,43,62,65,87,89,9,9,10,10,9,9,10,2.52
25786634,30461834,Ashburton,Boroondara,Ashburton,VIC,3147,-37.86597694,145.0893824,House,Private room,1,1,2,53,,,200,28,1,30,1,14,a week ago,t,1,28,46,321,11,100,10,10,10,10,10,10,3,2.52
21616125,129362064,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81825462,144.9652802,Apartment,Entire home/apt,3,2,3,78,,,,80,2,40,2,365,3 weeks ago,t,10,15,18,280,32,96,10,10,10,10,10,9,1,2.52
13929561,23952359,Southbank,Melbourne,Southbank,VIC,3006,-37.82771615,144.9581893,Apartment,Entire home/apt,7,3,6,400,,,400,120,1,0,3,1125,today,t,8,23,51,96,72,98,10,10,10,10,10,10,17,2.52
22310952,104033828,South Yarra,Stonnington,South Yarra,VIC,3141,-37.83668964,144.9965894,Apartment,Entire home/apt,4,1,2,150,,,0,79,2,20,3,30,5 weeks ago,t,8,26,50,50,29,95,10,10,10,10,10,9,1,2.51
17176538,9343801,Ascot Vale,Moonee Valley,Ascot Vale,VIC,3032,-37.77460089,144.916837,Townhouse,Private room,2,1,1,60,,,,15,1,0,1,14,2 months ago,t,0,0,0,68,47,100,10,10,10,10,10,10,1,2.51
2448210,5821435,Williamstown,Hobsons Bay,Williamstown,VIC,3016,-37.85694907,144.87152,Guest suite,Entire home/apt,2,1,1,120,,,200,30,2,20,2,14,a week ago,t,0,0,0,65,141,96,10,10,10,10,9,10,3,2.51
4279493,10269471,Caulfield East,Glen Eira,Caulfield East,VIC,3145,-37.88304157,145.0438421,Villa,Entire home/apt,2,1,1,96,595,,200,59,1,0,30,1125,2 months ago,t,0,0,0,232,125,95,10,9,10,10,10,10,1,2.51
20606497,26499763,Port Melbourne,Port Phillip,Port Melbourne,VIC,3207,-37.83112508,144.9443041,Apartment,Entire home/apt,8,4,4,500,,,1000,170,1,0,2,1125,2 weeks ago,t,7,28,38,300,11,98,10,10,10,10,9,10,1,2.5
25590049,148071565,Berwick,Casey,Berwick,VIC,3806,-37.97776286,145.3557037,Apartment,Entire home/apt,2,0,1,120,,,,35,1,0,2,1125,2 months ago,t,12,41,71,71,14,100,10,10,10,10,10,10,1,2.5
27169111,90354386,Southbank,Port Phillip,Southbank,VIC,3006,-37.82828864,144.95527,Apartment,Private room,2,1,1,71,,,0,20,2,0,3,31,4 days ago,t,4,20,44,312,11,98,10,10,10,10,10,10,4,2.5
23280340,86640011,Box Hill,Whitehorse,Box Hill,VIC,3128,-37.82254531,145.1202911,House,Private room,2,1,1,35,,,0,0,1,15,3,31,1 week ago,t,25,55,85,93,4,80,9,8,10,10,10,9,14,2.5
28806566,109575338,West Melbourne,Melbourne,West Melbourne,VIC,3003,-37.81180845,144.9499414,Apartment,Private room,3,1,1,55,,,,25,1,20,1,30,4 weeks ago,t,13,13,13,13,5,100,10,10,10,10,10,10,3,2.5
28821326,35180262,Bentleigh,Glen Eira,Bentleigh,VIC,3204,-37.92985942,145.0322706,Townhouse,Private room,1,0,1,50,,,250,25,1,20,2,1125,3 weeks ago,t,20,41,67,157,5,100,10,10,10,10,9,10,1,2.5
20876374,149901324,Docklands,Melbourne,Docklands,VIC,3008,-37.81253042,144.9432612,Apartment,Entire home/apt,8,2,4,280,,,300,135,4,20,2,1125,a week ago,t,24,54,84,84,36,93,10,10,10,10,10,10,1,2.5
21492147,52257760,Albert Park,Port Phillip,Albert Park,VIC,3206,-37.84866599,144.956154,House,Entire home/apt,4,2,3,100,,,0,100,1,0,5,1125,yesterday,t,5,7,32,32,4,100,10,10,10,10,10,10,1,2.5
24164477,182117599,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81481956,144.9734568,Apartment,Entire home/apt,4,2,2,300,,,200,150,1,0,2,1125,4 weeks ago,t,24,38,68,68,17,98,10,10,9,10,10,10,1,2.5
9496330,10394006,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81443754,144.9524493,Apartment,Entire home/apt,6,2,3,179,,,400,99,4,30,2,200,today,t,11,37,57,57,91,98,10,10,10,10,10,10,23,2.5
25493023,132456758,Wyndham Vale,Wyndham,Wyndham Vale,VIC,3024,-37.88068133,144.6091595,House,Private room,2,1,1,35,,,150,0,1,10,2,14,3 days ago,t,8,38,68,68,15,96,10,10,10,10,9,9,1,2.5
26883457,129229057,Point Cook,Wyndham,Point Cook,VIC,3030,-37.90716342,144.7212302,House,Entire home/apt,10,4,7,199,,,500,90,6,30,1,1125,4 days ago,t,8,38,65,155,11,93,10,10,10,10,9,9,12,2.5
27699733,83026714,Kew,Boroondara,Kew,VIC,3101,-37.80316429,145.0541456,Bungalow,Entire home/apt,7,4,4,300,,,0,150,4,25,2,1125,4 months ago,t,27,57,87,362,6,83,8,8,9,9,9,7,1,2.5
29439052,221756575,Docklands,Melbourne,Docklands,VIC,3008,-37.81939354,144.9436008,Apartment,Entire home/apt,5,2,2,199,,,200,70,1,0,1,1125,today,t,20,35,64,339,3,93,10,10,9,9,10,9,1,2.5
22752862,168033101,Coburg North,Moreland,Coburg North,VIC,3058,-37.7200461,144.9707443,Townhouse,Entire home/apt,4,2,2,130,,,,,1,0,2,4,today,t,14,32,50,50,27,99,10,10,10,10,9,10,1,2.49
76867,410806,South Melbourne,Port Phillip,South Melbourne,VIC,3205,-37.83228713,144.9684502,Apartment,Private room,2,1,1,84,559,,,,1,20,2,7,a week ago,t,30,57,82,172,234,97,10,10,10,10,10,10,1,2.49
5222011,19560581,Fairfield,Darebin,Fairfield,VIC,3078,-37.77520876,145.019834,Guest suite,Entire home/apt,2,1,1,84,350,,,15,1,0,2,1125,2 weeks ago,t,0,12,42,307,116,97,10,10,10,10,10,10,2,2.49
22816024,20871870,Wantirna,Knox,Wantirna,VIC,3152,-37.86206677,145.2349156,House,Private room,1,1,1,90,,,,,1,10,2,1125,yesterday,t,16,40,70,160,18,92,9,9,9,9,9,9,11,2.49
10838673,15270592,Melbourne,Melbourne,Melbourne,VIC,3000,-37.8095064,144.9610035,Apartment,Private room,2,1,1,118,,,500,35,1,0,2,1125,today,t,17,17,17,17,68,96,10,10,10,10,10,9,1,2.49
22539207,14456647,Upwey,Yarra Ranges,Upwey,VIC,3158,-37.90802399,145.3249434,House,Private room,2,1,1,89,,,0,0,1,0,1,1125,2 days ago,t,2,6,24,24,26,96,10,10,10,10,10,10,1,2.48
22722921,167678180,Warburton,Yarra Ranges,Warburton,VIC,3799,-37.74479779,145.6782102,House,Entire home/apt,6,3,3,255,,,200,0,2,35,1,12,3 weeks ago,t,22,51,81,168,26,98,10,10,10,10,10,10,1,2.48
21231790,110705564,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81010763,144.9605493,Apartment,Entire home/apt,2,1,1,100,,,300,77,2,50,1,1125,today,t,7,33,60,127,34,96,10,10,10,10,10,10,30,2.48
24339307,55324450,Southbank,Melbourne,Southbank,VIC,3006,-37.8235842,144.9653559,Apartment,Entire home/apt,8,3,5,174,,,295,129,3,12,1,365,today,t,11,31,61,332,19,92,9,8,9,9,10,9,58,2.48
403876,2014143,Kooyong,Stonnington,Kooyong,VIC,3144,-37.84167429,145.0350475,Guesthouse,Entire home/apt,2,1,1,136,805,3000,200,60,1,0,3,90,3 weeks ago,t,0,1,8,122,186,98,10,10,10,10,10,10,1,2.47
18637324,5383441,South Yarra,Stonnington,South Yarra,VIC,3141,-37.84361647,144.9892629,Townhouse,Entire home/apt,4,2,2,150,,,400,90,1,0,2,90,today,t,21,49,79,169,46,93,9,10,10,10,10,9,55,2.47
18256341,106764513,Saint Kilda,Port Phillip,Saint Kilda,VIC,3182,-37.86672344,144.9780385,Apartment,Private room,2,1,1,71,,,,30,1,0,2,9,4 weeks ago,t,6,21,51,51,49,99,10,10,10,10,10,10,1,2.47
15538695,99969990,South Yarra,Stonnington,South Yarra,VIC,3141,-37.83840332,144.9938635,Apartment,Entire home/apt,5,2,2,289,,,600,90,2,15,3,200,today,t,0,0,4,184,60,98,10,9,10,10,10,9,1,2.47
25553864,20871870,Wantirna,Knox,Wantirna,VIC,3152,-37.85697329,145.2379623,House,Private room,1,1,2,30,,,,,1,10,2,1125,yesterday,t,26,56,86,86,14,91,10,9,10,10,9,10,11,2.47
24103910,181532701,Greensborough,Banyule,Greensborough,VIC,3088,-37.69547482,145.1223631,Guest suite,Entire home/apt,3,1,2,40,,,,,1,0,2,25,2 weeks ago,t,1,1,1,67,20,97,10,10,10,10,10,10,1,2.46
26846614,2027601,Saint Kilda,Port Phillip,Saint Kilda,VIC,3182,-37.86366476,144.9736072,Apartment,Entire home/apt,4,2,2,170,,,500,90,1,0,3,65,4 days ago,t,4,18,48,69,5,92,10,9,9,10,10,9,14,2.46
27409416,52902074,Chadstone,Monash,Chadstone,VIC,3148,-37.88009416,145.1010844,Townhouse,Entire home/apt,8,3,3,172,,,600,188,6,35,5,1125,3 months ago,t,15,32,62,152,5,100,10,10,10,10,10,10,1,2.46
21519988,28246758,Yarraville,Maribyrnong,Yarraville,VIC,3013,-37.81511731,144.8916611,House,Private room,2,0,1,90,,,0,35,1,0,2,1125,5 days ago,t,12,34,55,137,32,99,10,10,10,10,10,10,1,2.46
7679409,24712164,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81608945,144.9529725,Apartment,Entire home/apt,4,2,2,156,1673,5990,200,100,4,50,3,130,today,t,7,12,12,12,99,97,10,10,10,10,10,9,2,2.46
11949407,46214548,Southbank,Melbourne,Southbank,VIC,3006,-37.82337878,144.9624647,Apartment,Entire home/apt,4,2,2,199,,,350,95,4,0,2,1125,a week ago,t,7,7,7,7,80,97,10,9,9,10,10,10,1,2.45
7600127,5726103,Carlton,Melbourne,Carlton,VIC,3053,-37.79393683,144.9735167,Apartment,Entire home/apt,2,1,1,115,,,,70,1,0,2,1125,3 weeks ago,t,1,5,35,310,77,99,10,10,10,10,10,10,1,2.45
20095002,36605625,Southbank,Melbourne,Southbank,VIC,3006,-37.82095992,144.9654655,Apartment,Private room,2,1,1,60,,,200,60,1,0,1,1125,5 days ago,t,14,14,14,14,40,96,10,10,10,10,10,9,18,2.45
2970895,13073237,Southbank,Melbourne,Southbank,VIC,3006,-37.82375893,144.9612136,Apartment,Entire home/apt,2,1,1,150,900,3500,300,90,2,0,2,26,a week ago,t,13,36,62,337,130,97,10,10,10,10,10,10,3,2.45
17781967,37840667,Pakenham Upper,Cardinia,Pakenham Upper,VIC,3810,-37.99273043,145.4805586,House,Entire home/apt,3,1,1,96,,,,,1,0,1,1125,2 weeks ago,t,18,48,78,256,50,98,10,10,10,10,10,10,1,2.44
22693371,150367552,Seaford,Frankston,Seaford,VIC,3198,-38.12317332,145.1239091,Townhouse,Entire home/apt,4,2,2,140,,,400,100,2,10,2,60,today,t,17,31,58,120,26,93,10,9,10,10,10,10,30,2.44
24948489,55324450,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81418798,144.953723,Apartment,Entire home/apt,8,3,5,179,,,295,139,4,15,1,1000,today,t,3,11,26,286,13,91,9,8,9,10,10,9,58,2.44
8002670,7600530,Research,Nillumbik,Research,VIC,3095,-37.71448218,145.1876595,Guest suite,Entire home/apt,2,1,1,120,528,1700,0,20,1,0,2,1125,5 days ago,t,11,32,51,224,96,100,10,10,10,10,10,10,1,2.44
23403258,172908668,Fitzroy,Yarra,Fitzroy,VIC,3065,-37.79777864,144.9769129,Apartment,Entire home/apt,2,1,1,120,,,,65,1,0,3,252,3 days ago,t,6,15,15,180,22,99,10,10,10,10,10,10,1,2.44
27267443,190026778,Docklands,Melbourne,Docklands,VIC,3008,-37.8144382,144.9374634,Apartment,Entire home/apt,3,1,2,109,,,800,99,2,10,1,1125,today,t,7,27,57,207,10,94,10,10,9,10,10,10,2,2.44
27267479,127259126,Clayton South,Kingston,Clayton South,VIC,3169,-37.93980639,145.1387596,Apartment,Entire home/apt,2,1,1,105,,,200,40,2,20,1,30,yesterday,t,20,50,80,355,10,89,10,10,10,9,9,9,3,2.44
21463832,81256811,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81727358,144.9716386,Apartment,Entire home/apt,4,2,2,150,,,200,0,1,0,4,1124,today,t,13,24,24,24,33,96,10,10,10,10,10,9,7,2.44
24836656,187581823,Melbourne,Melbourne,Melbourne,VIC,3000,-37.80979496,144.9642453,Apartment,Entire home/apt,2,1,1,120,,,0,85,2,20,1,1125,today,t,25,49,57,147,17,93,9,9,10,10,10,9,11,2.43
24561428,139528807,North Melbourne,Melbourne,North Melbourne,VIC,3051,-37.80149052,144.9456797,Serviced apartment,Entire home/apt,3,1,1,84,,,300,45,2,30,1,1125,today,t,0,0,0,247,18,93,9,9,10,9,10,9,14,2.43
9701977,13971190,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81602968,144.9531414,Apartment,Entire home/apt,6,2,5,169,,,300,100,4,30,1,1125,today,t,6,22,50,135,89,95,10,10,10,10,10,9,3,2.43
21388852,93930367,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81360624,144.954705,Apartment,Entire home/apt,6,2,3,148,,,250,79,4,20,1,1125,today,t,18,42,66,156,33,90,9,9,10,10,10,9,19,2.43
14319995,234121,South Yarra,Melbourne,South Yarra,VIC,3141,-37.83885206,144.9861669,Apartment,Entire home/apt,4,2,2,165,,,0,100,2,20,2,1124,a week ago,t,8,26,56,102,65,95,10,9,10,10,10,9,2,2.42
17028742,110724233,Prahran,Stonnington,Prahran,VIC,3181,-37.84861359,144.9921822,Apartment,Entire home/apt,2,1,1,109,,,0,38,1,0,1,180,yesterday,t,4,25,51,326,53,95,10,10,10,10,10,9,1,2.42
24722214,50222711,Eltham,Nillumbik,Eltham,VIC,3095,-37.72098946,145.1548922,House,Entire home/apt,5,3,3,120,,,150,100,2,15,4,1125,3 weeks ago,t,21,24,44,223,5,96,10,10,10,10,10,10,2,2.42
28818660,215750094,West Melbourne,Melbourne,West Melbourne,VIC,3003,-37.81060199,144.9512267,Apartment,Entire home/apt,4,1,1,120,,,200,85,2,15,1,180,today,t,7,29,59,149,5,100,10,10,10,10,9,10,4,2.42
8228608,1375850,Maribyrnong,Maribyrnong,Maribyrnong,VIC,3032,-37.7812581,144.8922919,Apartment,Entire home/apt,4,2,2,140,699,2790,150,80,2,0,2,1120,3 days ago,t,9,18,36,191,93,95,10,10,10,10,9,10,1,2.42
5205879,8924888,South Yarra,Stonnington,South Yarra,VIC,3141,-37.84312626,144.9970675,Apartment,Entire home/apt,4,2,0,226,1320,5280,200,99,4,20,3,1124,today,t,0,23,53,308,91,97,10,10,10,10,10,9,14,2.41
7697528,2747778,St Kilda East,Port Phillip,St Kilda East,Victoria,3183,-37.86106165,144.9920658,Condominium,Private room,2,1,1,46,320,1200,0,30,1,22,2,1125,2 months ago,t,7,26,50,319,90,99,10,10,10,10,10,10,1,2.41
10685799,6815177,Brighton,Bayside,Brighton,VIC,3186,-37.89669842,145.0038697,Apartment,Entire home/apt,4,2,2,208,,,400,90,4,25,1,1125,today,t,5,33,52,327,84,98,10,10,10,10,10,10,17,2.41
26090183,59406118,Brunswick West,Moreland,Brunswick West,VIC,3055,-37.77493675,144.9489482,Apartment,Entire home/apt,2,0,2,60,,,,,1,0,4,1125,3 weeks ago,t,8,10,10,10,13,98,10,10,10,10,10,10,1,2.41
22421793,47860252,Bayswater,Knox,Bayswater,VIC,3153,-37.83647621,145.263551,Camper/RV,Private room,2,0,2,35,,,,7,1,0,1,1125,2 months ago,t,5,35,65,155,27,96,10,10,10,10,9,10,1,2.41
19533524,88582449,Prahran,Stonnington,Prahran,VIC,3181,-37.84795503,144.9916381,Apartment,Entire home/apt,2,1,1,109,,,250,70,1,0,2,1125,a week ago,t,4,4,4,4,23,98,10,10,10,10,10,10,1,2.41
20983190,19069648,Mernda,Whittlesea,Mernda,VIC,3754,-37.59440845,145.0688256,House,Entire home/apt,6,3,4,210,,,0,25,2,25,1,1125,2 days ago,t,18,45,75,350,34,98,10,10,10,10,9,9,1,2.41
15423850,194608,Brunswick,Moreland,Brunswick,Victoria,3056,-37.77536868,144.9518817,Apartment,Entire home/apt,2,1,1,120,,,1000,60,1,0,2,14,5 days ago,t,22,48,78,168,61,98,10,10,10,10,10,10,1,2.4
4521160,20921332,Wonga Park,Manningham,Wonga Park,VIC,3115,-37.72197838,145.2775025,Apartment,Entire home/apt,4,2,3,109,800,2800,,15,1,0,1,60,today,t,19,49,79,307,115,96,10,10,10,10,10,10,1,2.4
22726859,51704371,Docklands,Melbourne,Docklands,VIC,3008,-37.81461659,144.9381269,Apartment,Entire home/apt,2,1,1,127,,,250,99,1,0,1,1125,today,t,7,12,24,84,25,92,10,9,9,10,10,9,16,2.4
18765799,96256684,Ferntree Gully,Knox,Ferntree Gully,VIC,3156,-37.87209559,145.2612553,House,Entire home/apt,12,5,8,188,,,500,150,12,0,1,1125,1 week ago,t,12,26,45,90,44,92,9,9,10,9,9,9,2,2.4
6319836,32539218,Elwood,Port Phillip,Elwood,VIC,3184,-37.87996693,144.9801153,Apartment,Entire home/apt,3,2,2,109,,,200,58,2,18,2,41,3 days ago,t,2,3,33,308,49,90,10,9,10,10,10,10,1,2.4
20156566,110398801,Melbourne,Melbourne,Melbourne,VIC,3004,-37.80933526,144.9591299,Apartment,Entire home/apt,4,2,2,180,,,300,116,1,0,2,1125,today,t,0,0,0,0,39,95,10,9,9,10,10,10,3,2.39
20094755,36605625,Southbank,Melbourne,Southbank,VIC,3006,-37.82182991,144.9651644,Apartment,Private room,2,1,1,65,,,200,60,1,0,1,1125,5 days ago,t,14,14,14,14,39,97,10,10,10,10,10,10,18,2.39
18902657,11887342,McKinnon,Glen Eira,McKinnon,VIC,3204,-37.90865001,145.0454585,House,Private room,4,2,2,71,,,0,20,2,30,1,1125,5 weeks ago,t,11,25,55,145,41,99,10,10,10,10,10,10,1,2.39
24273064,30309380,Docklands,Melbourne,Docklands,VIC,3008,-37.82079058,144.9430138,Condominium,Entire home/apt,2,1,1,125,,,0,55,1,0,1,1125,5 days ago,t,15,30,42,61,9,93,9,8,10,10,10,9,11,2.39
28321496,210659461,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81419004,144.9511447,Apartment,Entire home/apt,3,0,2,145,,,150,70,1,40,1,60,today,t,23,53,83,108,7,94,10,10,10,10,10,10,7,2.39
9620711,46071026,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81510425,144.9522014,Apartment,Entire home/apt,4,2,2,197,1350,5100,500,85,1,0,3,1125,a week ago,t,17,44,74,345,87,91,9,9,9,9,10,9,6,2.39
17997307,10514154,Melbourne,Port Phillip,Melbourne,VIC,3004,-37.83733374,144.9746955,Apartment,Entire home/apt,4,1,2,109,,,,50,2,20,2,1125,today,t,9,19,31,31,46,100,10,10,10,10,10,10,2,2.38
25082919,41671348,Northcote,Darebin,Northcote,VIC,3070,-37.77190428,145.0167127,House,Private room,2,1,1,40,,,,,1,0,1,30,2 weeks ago,t,0,4,34,34,15,92,10,9,10,10,10,10,1,2.38
13659744,46417971,Ashburton,Boroondara,Ashburton,VIC,3147,-37.86502638,145.0885442,Townhouse,Entire home/apt,8,3,4,179,,,600,95,6,30,3,1125,4 weeks ago,t,12,25,32,32,68,88,9,9,10,10,9,9,2,2.38
22194580,162174601,Richmond,Yarra,Richmond,VIC,3121,-37.8212445,144.9926754,Apartment,Entire home/apt,4,2,2,199,,,500,125,4,100,2,1125,today,t,27,53,83,173,27,98,10,10,10,10,10,10,1,2.38
18935767,132003993,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81612743,144.9592443,Apartment,Entire home/apt,4,1,2,100,,,250,146,1,30,2,6,a week ago,t,0,0,0,0,43,98,10,10,10,10,10,10,1,2.37
12120363,4518792,Richmond,Yarra,Richmond,VIC,3121,-37.81765989,144.9964595,Apartment,Entire home/apt,2,1,1,84,,,200,70,1,0,3,1125,5 weeks ago,t,14,28,58,58,47,97,10,9,10,10,10,10,1,2.37
28642508,30777486,Melbourne,Melbourne,Melbourne,VIC,3000,-37.8135184,144.9531695,Apartment,Entire home/apt,3,1,2,100,,,250,49,2,20,1,1125,2 weeks ago,t,0,0,0,79,6,83,9,10,10,10,10,9,4,2.37
28494922,135470153,Travancore,Melbourne,Travancore,VIC,3032,-37.79073465,144.9453127,Apartment,Private room,1,1,1,89,,,,,1,20,1,30,5 weeks ago,t,29,59,89,364,6,77,9,9,9,9,10,9,1,2.37
9098246,25122551,Brunswick West,Moreland,Brunswick West,VIC,3055,-37.77417955,144.9489444,Apartment,Entire home/apt,2,0,1,79,495,1850,0,35,2,35,2,1125,4 days ago,t,13,26,47,322,89,96,10,10,10,10,10,10,1,2.37
4924438,25363744,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81344523,144.9653299,Apartment,Entire home/apt,2,1,1,120,,,141,50,1,0,7,1124,today,t,12,32,59,322,105,99,10,10,10,10,10,10,1,2.37
6379076,33175860,Wonga Park,Manningham,Wonga Park,VIC,3115,-37.72684619,145.2741859,House,Entire home/apt,2,1,1,150,910,,350,80,1,0,2,1125,2 weeks ago,t,13,27,46,296,99,99,10,10,10,10,10,10,2,2.36
2998640,7517450,Ascot Vale,Moonee Valley,Ascot Vale,VIC,3032,-37.77304094,144.9124725,Guesthouse,Entire home/apt,2,1,1,109,750,2500,,25,1,0,2,60,3 days ago,t,15,15,15,259,129,98,10,10,10,10,10,10,1,2.36
1822180,7383811,Upwey,Yarra Ranges,Upwey,VIC,3158,-37.91903562,145.332416,Guesthouse,Entire home/apt,2,1,1,174,,,,,1,0,1,1125,2 weeks ago,t,10,37,67,342,83,96,10,10,10,10,10,9,2,2.36
17139882,115217632,Doreen,Whittlesea,Doreen,VIC,3754,-37.58989849,145.1284116,House,Entire home/apt,7,3,5,145,,,500,110,5,15,2,90,4 days ago,t,7,23,53,319,52,98,10,10,10,10,9,9,1,2.36
25015471,43845044,Reservoir,Darebin,Reservoir,VIC,3073,-37.71265522,144.9983318,House,Entire home/apt,6,2,3,120,,,0,10,4,20,2,60,3 days ago,t,4,4,4,146,15,87,9,9,9,9,9,9,1,2.36
14029608,9457606,Abbotsford,Yarra,Abbotsford,VIC,3067,-37.81131507,145.014169,Apartment,Entire home/apt,2,1,1,100,,,,,1,0,3,1125,4 days ago,t,0,7,13,280,68,95,10,10,10,10,10,10,1,2.36
23751191,178125115,Yarraville,Maribyrnong,Yarraville,VIC,3013,-37.81121511,144.8902165,House,Private room,2,1,1,55,,,,10,1,25,1,1125,2 weeks ago,t,28,58,88,88,21,100,10,10,10,10,10,10,1,2.36
22315907,22865659,North Warrandyte,Nillumbik,North Warrandyte,VIC,3113,-37.73719139,145.2148333,Apartment,Entire home/apt,4,1,3,96,,,250,35,2,15,2,1125,4 weeks ago,t,0,11,41,312,27,94,10,10,10,10,10,10,2,2.36
13306763,29842776,St Kilda,Port Phillip,St Kilda,VIC,3182,-37.8659624,144.9842439,Apartment,Entire home/apt,4,2,2,130,,,250,80,4,25,2,180,3 weeks ago,t,3,5,7,93,71,93,9,9,10,10,9,9,1,2.35
7828511,11955827,Williamstown,Hobsons Bay,Williamstown,Victoria,3016,-37.8608529,144.8987266,Apartment,Entire home/apt,2,1,1,130,700,2200,0,70,1,0,1,1125,2 weeks ago,t,14,14,30,305,34,96,10,10,10,10,10,10,1,2.35
23023100,29829430,Melbourne,Port Phillip,Melbourne,VIC,3004,-37.83547508,144.9750911,Apartment,Private room,2,1,1,79,,,0,25,1,0,3,12,3 weeks ago,t,0,10,15,275,24,98,10,9,10,10,10,10,2,2.35
16010330,50409774,Ringwood East,Maroondah,Ringwood East,VIC,3135,-37.82216132,145.2498606,Townhouse,Entire home/apt,6,3,5,235,,,500,70,6,25,2,1125,3 months ago,t,4,16,34,203,58,99,10,10,10,10,10,10,2,2.35
19460851,25413318,Saint Kilda,Port Phillip,Saint Kilda,VIC,3182,-37.85782259,144.9773877,Apartment,Entire home/apt,4,1,1,89,,,350,45,1,15,2,30,4 days ago,t,10,29,56,322,40,99,10,10,10,10,10,10,1,2.35
18117428,122770338,Point Cook,Wyndham,Point Cook,VIC,3030,-37.90050988,144.7407101,Townhouse,Private room,2,1,1,46,,,130,10,1,0,1,45,yesterday,t,22,47,77,352,35,93,9,9,10,10,10,9,5,2.35
12748311,10219366,Collingwood,Yarra,Collingwood,VIC,3066,-37.80141247,144.9847404,Apartment,Entire home/apt,4,2,2,186,,,250,35,1,0,3,1125,today,t,0,0,0,0,72,99,10,10,10,10,10,10,1,2.34
20613421,146071934,Carlton,Melbourne,Carlton,VIC,3053,-37.8044629,144.9643253,Apartment,Entire home/apt,4,2,2,133,,,350,98,1,0,3,1125,2 months ago,t,18,28,48,48,34,94,10,9,10,9,10,9,1,2.34
27140087,26387422,Saint Kilda,Stonnington,Saint Kilda,VIC,3182,-37.85575226,144.985285,Apartment,Entire home/apt,2,1,1,136,,,500,80,1,0,2,1125,a week ago,t,22,52,82,114,6,100,10,9,10,10,10,9,1,2.34
14847132,77661491,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81457235,144.9530929,Apartment,Entire home/apt,5,2,2,138,,,300,69,4,35,1,1125,today,t,0,0,0,0,64,89,9,9,9,9,10,9,6,2.34
