id,host_id,street,city,suburb,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,weekly_price,monthly_price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
26084219,84441690,Croydon North,Maroondah,Croydon North,VIC,3136,-37.76256221,145.2747212,Guest suite,Entire home/apt,3,1,2,114,,,,,2,20,2,1125,3 weeks ago,t,23,51,81,171,1,100,10,10,10,10,10,10,2,0.61
20621099,147404372,Toorak,Stonnington,Toorak,VIC,3142,-37.83922077,145.0292583,House,Entire home/apt,8,4,8,820,,,2000,400,1,0,5,30,2 weeks ago,t,17,40,60,240,7,100,10,10,10,10,10,9,1,0.61
24678969,4647935,Saint Kilda,Port Phillip,Saint Kilda,VIC,3182,-37.85731674,144.9819537,Apartment,Entire home/apt,6,2,3,155,,,500,150,4,40,2,1125,today,t,0,0,0,0,2,100,10,8,10,10,10,10,24,0.61
15944025,98298028,Fitzroy North,Yarra,Fitzroy North,VIC,3068,-37.78289801,144.9836038,House,Private room,2,1,1,66,,,,,1,10,2,6,a week ago,t,0,13,13,13,15,87,9,9,10,10,9,9,1,0.61
17723449,44587513,Collingwood,Yarra,Collingwood,VIC,3066,-37.80568635,144.9848149,Apartment,Entire home/apt,2,1,1,130,,,,20,1,0,2,1125,2 months ago,t,1,1,1,1,7,97,10,10,9,10,10,9,2,0.61
24625273,10241519,Windsor,Stonnington,Windsor,VIC,3181,-37.85812672,144.998184,Apartment,Private room,2,1,1,75,,,,,1,0,1,7,3 weeks ago,t,24,54,84,264,1,,,,,,,,1,0.61
12593010,32790903,Williamstown,Hobsons Bay,Williamstown,VIC,3016,-37.86498838,144.9083199,Townhouse,Entire home/apt,2,1,1,188,,,150,15,1,0,2,2,3 weeks ago,t,29,59,89,364,16,89,9,10,10,10,10,9,6,0.61
21929499,48014108,South Yarra,Stonnington,South Yarra,VIC,3141,-37.83807974,144.9970408,Apartment,Entire home/apt,4,2,2,230,,,200,120,1,0,24,1125,today,t,22,30,30,97,7,89,9,8,9,10,10,9,62,0.61
21731188,20592839,Preston,Darebin,Preston,VIC,3072,-37.7507458,145.0023734,Apartment,Entire home/apt,4,2,2,180,,,300,80,1,0,2,1125,2 months ago,t,5,35,65,155,7,100,10,10,10,10,10,10,2,0.61
29280179,220583419,Hawthorn,Boroondara,Hawthorn,VIC,3122,-37.828286,145.0318603,Apartment,Entire home/apt,2,1,1,150,,,,,1,0,1,1125,2 months ago,t,21,49,79,79,1,100,10,10,10,10,10,10,1,0.61
22213215,25017266,Moorabbin,Kingston,Moorabbin,VIC,3189,-37.93731401,145.0379258,House,Private room,2,1,1,55,,,,,1,0,1,1125,today,t,15,32,60,335,7,100,10,10,10,10,10,10,3,0.61
16726312,22860147,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81069188,144.961131,Apartment,Entire home/apt,5,2,3,141,,,250,80,4,20,3,1125,today,t,17,17,17,17,14,97,10,10,10,10,10,10,87,0.61
19121889,133632611,Whittlesea,Whittlesea,Whittlesea,VIC,3757,-37.50953273,145.1394827,Bungalow,Private room,6,3,3,228,,,,,1,0,1,1125,12 months ago,t,29,59,89,179,11,78,8,9,8,7,8,9,2,0.61
22874418,36410227,Southbank,Melbourne,Southbank,VIC,3006,-37.82460841,144.9630566,Apartment,Entire home/apt,4,2,2,150,,,250,150,4,0,3,1125,today,t,17,20,20,20,6,77,8,9,6,7,10,8,66,0.61
13789385,65149000,North Melbourne,Melbourne,North Melbourne,VIC,3051,-37.80220983,144.9546972,Serviced apartment,Entire home/apt,6,2,3,168,,,300,70,4,35,1,1125,today,t,12,34,48,53,18,98,10,9,10,10,10,10,11,0.61
21369771,87832068,Kensington,Melbourne,Kensington,VIC,3031,-37.79515571,144.9194559,Townhouse,Private room,2,1,1,53,,,0,25,2,35,2,8,8 months ago,t,0,0,0,0,8,90,10,9,9,10,9,9,1,0.6
29080734,214735323,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81351028,144.9546317,Apartment,Shared room,1,1,8,30,,,250,95,1,0,1,1125,today,t,1,22,34,34,1,100,10,10,10,10,10,10,8,0.6
19867823,129422590,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81229308,144.9692395,Apartment,Private room,2,1,1,69,,,0,18,1,0,1,1125,15 months ago,t,0,0,0,0,10,94,10,9,10,10,10,10,2,0.6
26693427,198067481,Glen Waverley,Monash,Glen Waverley,VIC,3150,-37.87884723,145.1662196,Apartment,Entire home/apt,4,2,2,280,,,200,0,1,0,3,1125,2 days ago,t,27,57,87,177,1,100,10,10,10,10,10,10,6,0.6
22306637,10482356,Brunswick West,Moreland,Brunswick West,VIC,3055,-37.75967633,144.9428943,Apartment,Entire home/apt,2,1,1,125,,,,,1,0,2,1125,5 months ago,t,0,0,0,0,7,90,9,9,9,9,10,8,2,0.6
19533267,30610385,Clifton Hill,Yarra,Clifton Hill,VIC,3068,-37.78826567,145.0062727,Apartment,Entire home/apt,5,2,4,100,,,500,0,1,0,2,69,8 months ago,t,0,0,0,0,10,98,10,10,10,10,10,10,1,0.6
19272578,2473789,Abbotsford,Yarra,Abbotsford,VIC,3067,-37.80302507,145.0029105,Apartment,Private room,3,1,2,55,,,0,10,1,10,1,60,2 weeks ago,t,11,11,11,11,9,100,10,10,10,10,10,10,1,0.6
2448043,12519742,Wattle Glen,Nillumbik,Wattle Glen,VIC,3096,-37.65859917,145.1897211,Guesthouse,Entire home/apt,4,2,2,100,250,1500,0,0,2,35,1,1125,3 days ago,t,16,46,76,344,14,99,10,10,10,10,10,10,1,0.6
13716677,80150484,Hampton,Bayside,Hampton,VIC,3188,-37.93851027,145.0024821,Apartment,Entire home/apt,2,1,2,100,500,2000,200,70,1,0,1,1125,2 weeks ago,t,0,0,12,12,17,98,9,10,10,10,10,10,1,0.6
3272554,16547345,Brunswick East,Moreland,Brunswick East,VIC,3057,-37.77206959,144.9704096,Apartment,Entire home/apt,2,1,1,109,,,0,0,1,15,3,1125,6 months ago,t,0,0,0,0,30,99,10,10,10,10,10,10,1,0.6
19681367,138615459,Hawthorn,Boroondara,Hawthorn,VIC,3122,-37.82739622,145.0276719,Apartment,Entire home/apt,2,1,1,90,,,170,70,1,0,3,1125,13 months ago,t,0,0,0,0,10,96,9,10,10,10,9,9,1,0.6
21854703,159409373,Oakleigh South,Monash,Oakleigh South,VIC,3167,-37.90948191,145.0908555,Guesthouse,Entire home/apt,2,1,1,75,,,0,50,1,15,2,14,5 weeks ago,t,29,59,89,89,5,88,9,9,10,9,8,10,1,0.6
4601119,10857350,Werribee,Wyndham,Werribee,Victoria,3030,-37.89298263,144.6677603,House,Private room,2,1,2,53,300,1100,,15,2,0,1,90,3 weeks ago,t,19,32,62,337,28,89,9,9,10,10,9,9,4,0.6
22989064,113330094,Melbourne,Port Phillip,Melbourne,VIC,3004,-37.84846327,144.9785893,Apartment,Entire home/apt,2,1,2,174,,,,,1,0,3,90,today,t,24,44,69,236,6,100,10,10,10,10,10,10,1,0.6
21177967,10754359,Kew,Boroondara,Kew,VIC,3101,-37.81051952,145.0262218,Apartment,Private room,2,1,1,69,,,0,0,2,0,3,30,a week ago,t,27,57,87,267,6,100,10,10,10,10,10,10,1,0.6
16887624,1431111,Brunswick West,Moreland,Brunswick West,VIC,3055,-37.75638223,144.9454705,House,Entire home/apt,5,3,3,165,,,300,80,5,0,3,21,yesterday,t,0,0,1,1,12,98,10,10,10,10,10,10,1,0.6
15208139,3721646,South Yarra,Stonnington,South Yarra,VIC,3141,-37.84043894,144.9975152,Apartment,Entire home/apt,8,3,5,228,,,295,109,6,19,4,365,2 days ago,t,25,55,57,332,15,94,9,9,10,9,10,9,22,0.6
27528712,120174430,Mill Park,Whittlesea,Mill Park,VIC,3082,-37.67318742,145.0681905,Villa,Private room,2,1,1,50,,,150,20,1,20,1,1125,2 months ago,t,0,0,0,0,2,100,10,9,10,10,10,10,3,0.6
23863071,51872504,Richmond,Yarra,Richmond,VIC,3121,-37.81354191,145.0095757,Apartment,Entire home/apt,2,1,1,50,,,0,50,1,20,1,30,2 weeks ago,t,0,0,0,0,5,95,10,10,10,10,10,10,1,0.6
23128455,86640011,Mitcham,Whitehorse,Mitcham,VIC,3132,-37.81678988,145.210416,House,Shared room,1,1,4,25,,,0,0,1,20,3,31,5 days ago,t,5,35,65,155,6,97,10,10,10,10,10,10,14,0.6
403580,2012806,Carlton,Melbourne,Carlton,VIC,3053,-37.7997332,144.9718817,House,Private room,2,1,1,86,560,2252,0,20,1,25,3,90,2 weeks ago,t,27,46,60,335,47,99,10,10,10,10,10,10,1,0.6
22654592,166856217,Olinda,Yarra Ranges,Olinda,VIC,3788,-37.856637,145.3640274,Boutique hotel,Entire home/apt,6,3,3,300,,,500,200,2,120,2,30,2 weeks ago,t,19,46,74,127,5,100,10,10,10,10,10,10,2,0.59
5673806,27026177,Frankston,Frankston,Frankston,VIC,3199,-38.15426984,145.1272613,Townhouse,Entire home/apt,8,3,5,239,1345,4400,500,120,3,25,2,60,today,t,12,29,45,279,25,98,10,10,10,10,10,10,2,0.59
21916202,98007040,North Melbourne,Melbourne,North Melbourne,VIC,3051,-37.80460133,144.9567947,Apartment,Entire home/apt,2,1,1,71,,,300,30,1,0,2,1125,6 months ago,t,0,0,0,0,7,90,9,9,10,10,9,9,2,0.59
4235274,21977860,Balaclava,Port Phillip,Balaclava,Victoria,3183,-37.86974147,144.9977524,Apartment,Private room,2,1,1,65,400,1550,120,15,1,0,2,14,a week ago,t,24,44,74,164,5,100,10,10,10,10,10,10,1,0.59
6616086,2136726,Fitzroy North,Yarra,Fitzroy North,VIC,3068,-37.78449557,144.9816424,House,Entire home/apt,2,1,1,199,1250,,250,,1,0,3,1125,today,t,3,11,41,296,24,99,10,10,10,10,10,10,1,0.59
21550690,156689822,Ripponlea,Port Phillip,Ripponlea,VIC,3185,-37.87629799,144.9956346,Apartment,Entire home/apt,3,2,2,251,,,750,50,1,0,2,1125,3 days ago,t,19,39,68,68,6,100,10,10,10,10,10,10,1,0.59
22392519,22599407,South Melbourne,Port Phillip,South Melbourne,VIC,3205,-37.83367482,144.9572889,Apartment,Entire home/apt,4,2,2,120,,,0,50,2,10,3,1125,today,t,9,9,15,162,4,100,10,10,10,10,10,10,1,0.59
26532119,28927771,West Melbourne,Melbourne,West Melbourne,VIC,3003,-37.81143894,144.9499578,Apartment,Entire home/apt,6,2,3,140,,,300,68,1,0,2,1111,yesterday,t,30,53,53,53,3,93,10,10,10,10,10,9,16,0.59
24064776,181078785,Southbank,Melbourne,Southbank,VIC,3006,-37.82565759,144.957473,Serviced apartment,Entire home/apt,6,2,2,163,,,300,79,4,30,1,1125,today,t,11,21,40,264,4,60,5,9,9,7,4,6,9,0.59
23632439,176853257,Melbourne,Melbourne,Melbourne,VIC,3000,-37.82174345,144.9564242,Apartment,Entire home/apt,2,1,1,130,,,0,50,1,0,2,1125,today,t,20,50,75,329,3,80,9,9,8,10,10,9,1,0.59
27621140,24758775,Elwood,Port Phillip,Elwood,VIC,3184,-37.87199845,144.9817793,Apartment,Entire home/apt,3,1,2,80,,,0,50,1,0,60,1125,2 months ago,t,0,0,30,120,2,100,10,10,10,10,10,10,1,0.59
28777684,79290871,Melbourne,Melbourne,Melbourne,VIC,3000,-37.80870102,144.9603885,Apartment,Entire home/apt,1,1,1,58,,,500,0,1,15,14,30,7 weeks ago,t,2,2,3,3,1,,,,,,,,1,0.59
15594165,48526355,Balaclava,Port Phillip,Balaclava,Victoria,3183,-37.87160795,144.998271,Apartment,Private room,2,1,1,55,,,150,30,1,0,2,1125,13 months ago,t,0,0,0,0,15,96,10,10,10,10,9,9,2,0.59
4175385,1090993,North Melbourne,Melbourne,North Melbourne,VIC,3051,-37.78942204,144.9401226,Apartment,Private room,2,1,1,57,620,2400,250,115,2,0,3,90,2 months ago,t,0,22,52,52,17,95,10,10,10,10,9,9,1,0.59
2803740,2058617,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81032177,144.9620001,Apartment,Entire home/apt,5,2,3,239,1520,5800,500,100,4,25,3,89,today,t,19,45,75,350,32,90,9,9,9,9,10,9,23,0.58
5311084,27513772,"Toorak, Melbourne.",Stonnington,"Toorak, Melbourne.",VIC,3142,-37.84822028,145.0237634,Apartment,Entire home/apt,4,2,0,251,1450,6000,500,80,4,0,14,1125,2 weeks ago,t,0,4,34,309,27,96,10,9,10,10,10,10,1,0.58
29249617,53235987,Box Hill North,Whitehorse,Box Hill North,VIC,3129,-37.80519314,145.1408202,Townhouse,Private room,2,1,1,96,,,,,1,0,1,1125,2 months ago,t,30,60,90,365,1,,,,,,,,4,0.58
4221615,2326694,Abbotsford,Yarra,Abbotsford,VIC,3067,-37.79973426,145.0004932,Apartment,Entire home/apt,2,1,1,140,850,,,60,1,0,7,1125,3 weeks ago,t,15,17,17,267,28,96,10,10,10,10,10,10,1,0.58
18060185,9028154,Saint Kilda,Port Phillip,Saint Kilda,VIC,3182,-37.86626497,144.9795083,Apartment,Entire home/apt,2,0,1,150,,,0,30,1,0,2,365,today,t,3,25,55,330,9,100,10,10,10,10,10,10,27,0.58
10020122,4268576,Glen Iris,Boroondara,Glen Iris,VIC,3146,-37.85184578,145.0639965,House,Private room,2,1,1,109,,,500,80,2,0,2,150,a week ago,t,0,16,46,313,20,100,10,10,10,10,10,10,1,0.58
21787968,29906681,Boronia,Knox,Boronia,VIC,3155,-37.85636841,145.2852235,House,Private room,1,1,1,46,,,200,10,1,0,3,35,3 months ago,t,0,0,0,0,6,100,10,10,10,10,10,10,2,0.58
16873421,112464382,Bundoora,Darebin,Bundoora,VIC,3083,-37.7096015,145.0496119,House,Private room,2,1,1,40,,,0,0,1,26,3,60,6 months ago,t,30,60,90,365,10,88,9,9,9,9,9,9,3,0.58
26500148,54046355,Clayton,Monash,Clayton,VIC,3168,-37.92479369,145.1136854,Townhouse,Private room,2,1,1,57,,,250,0,1,0,1,30,2 months ago,t,0,0,0,0,3,100,10,10,10,10,9,10,1,0.58
27070146,6563058,St Kilda,Port Phillip,St Kilda,VIC,3182,-37.86171278,144.974846,Serviced apartment,Entire home/apt,4,1,2,199,,,0,0,2,25,1,1125,today,t,1,1,1,1,2,100,10,10,10,10,10,9,1,0.58
14346047,48988833,Box Hill,Whitehorse,Box Hill,VIC,3128,-37.81456685,145.1171548,Apartment,Entire home/apt,4,2,2,166,,,200,75,4,15,1,1125,today,t,17,42,72,176,16,92,10,10,10,10,9,9,38,0.58
18313151,21120844,Montrose,Yarra Ranges,Montrose,VIC,3765,-37.80936905,145.341776,Cottage,Entire home/apt,2,1,1,220,,,0,50,2,0,2,28,today,t,22,52,78,346,11,94,10,10,10,10,8,9,29,0.58
6458825,31379431,South Melbourne,Melbourne,South Melbourne,VIC,3205,-37.83029795,144.9674224,Apartment,Private room,1,2,3,46,260,920,200,10,1,10,2,1125,a week ago,t,11,24,54,77,25,88,9,8,10,9,10,9,1,0.58
14773375,92183120,Richmond,Yarra,Richmond,VIC,3121,-37.81431265,145.0020302,House,Private room,2,1,1,84,,,,,2,30,1,1125,6 weeks ago,t,8,35,65,340,16,99,10,10,10,10,10,10,1,0.58
23983796,35745831,Glen Iris,Stonnington,Glen Iris,VIC,3146,-37.8551971,145.0523875,Apartment,Private room,1,1,1,46,,,,25,1,15,2,1125,4 months ago,t,23,53,83,173,3,90,10,9,10,10,9,9,1,0.58
7553039,39587459,Bundoora,Darebin,Bundoora,VIC,3083,-37.71125128,145.0491645,Apartment,Private room,2,1,1,80,,,,,1,10,1,1125,4 weeks ago,t,30,60,90,90,12,87,9,8,10,9,9,9,1,0.58
24901648,188270002,Box Hill,Whitehorse,Box Hill,VIC,3128,-37.81371776,145.1191672,House,Entire home/apt,6,4,5,98,,,,,1,0,3,50,5 months ago,t,25,55,85,85,4,,,,,,,,1,0.58
19707390,54003616,Melbourne,Melbourne,Melbourne,VIC,3000,-37.80976372,144.9565372,Apartment,Entire home/apt,4,1,1,100,,,0,30,1,0,3,22,4 months ago,t,0,0,0,0,7,100,10,10,10,10,10,10,1,0.58
20918813,150225273,Bentleigh,Glen Eira,Bentleigh,VIC,3204,-37.9328574,145.0386322,Apartment,Private room,1,1,1,19,,,,15,1,0,1,1125,a week ago,t,2,9,15,15,7,94,10,9,10,10,10,10,1,0.58
27690813,49779537,Brighton,Bayside,Brighton,VIC,3186,-37.91679162,144.9894015,House,Entire home/apt,6,3,4,345,,,,,1,0,7,1125,2 months ago,t,2,11,11,139,2,100,10,9,10,10,10,10,1,0.58
23813101,9795653,South Melbourne,Port Phillip,South Melbourne,VIC,3205,-37.83214888,144.9686895,Apartment,Entire home/apt,6,3,4,239,,,150,180,2,25,2,1125,today,t,13,36,63,150,5,84,9,10,8,9,9,8,1,0.58
1910020,4012744,Cheltenham,Kingston,Cheltenham,VIC,3192,-37.96859725,145.0598783,House,Entire home/apt,4,2,4,102,840,3000,,,1,0,4,28,2 weeks ago,t,2,14,14,45,34,99,10,10,10,10,10,10,1,0.58
14747489,48014108,South Yarra,Stonnington,South Yarra,VIC,3141,-37.84362103,144.9950752,Apartment,Entire home/apt,2,0,1,120,,,200,60,1,0,1,1125,today,t,17,17,17,171,16,91,10,10,10,10,10,9,62,0.58
19217982,25369146,Doncaster,Manningham,Doncaster,VIC,3108,-37.78906396,145.1256405,Apartment,Entire home/apt,2,1,1,90,,,,,1,0,5,1125,a week ago,t,0,5,29,41,6,93,9,9,9,10,10,9,1,0.58
7097765,37202890,St Kilda East,Glen Eira,St Kilda East,VIC,3183,-37.87004854,145.0079072,Apartment,Entire home/apt,3,1,1,90,595,,300,75,1,0,14,28,2 weeks ago,t,16,25,55,330,21,91,9,9,10,10,9,9,1,0.57
26094388,105886479,Mitcham,Whitehorse,Mitcham,VIC,3132,-37.81430225,145.2127268,Townhouse,Entire home/apt,2,1,1,120,,,650,80,4,20,2,1125,3 weeks ago,t,0,0,0,159,2,100,10,10,10,10,9,10,3,0.57
15946456,50333540,Fitzroy,Yarra,Fitzroy,VIC,3065,-37.80031233,144.9769497,Townhouse,Entire home/apt,4,2,2,180,,,0,125,2,40,2,500,today,t,13,25,49,315,14,98,10,10,10,10,10,10,1,0.57
25852671,194243489,Docklands,Melbourne,Docklands,VIC,3008,-37.81302879,144.9421909,Condominium,Entire home/apt,4,1,2,90,,,300,60,1,0,1,1125,today,t,8,18,33,33,2,80,6,8,6,7,8,9,5,0.57
10441608,21516976,Warburton,Yarra Ranges,Warburton,VIC,3799,-37.76172,145.6974405,House,Entire home/apt,4,2,3,120,,,,70,2,15,2,1125,4 weeks ago,t,0,0,0,0,20,95,10,10,10,10,10,10,1,0.57
4834273,7374208,Melbourne,Melbourne,Melbourne,VIC,3000,-37.80337517,144.9417404,Apartment,Private room,2,1,1,60,400,1700,120,50,1,35,2,1125,3 weeks ago,t,18,48,78,353,27,98,10,9,10,10,10,10,1,0.57
21968493,157671751,Northcote,Darebin,Northcote,VIC,3070,-37.7737051,144.9992547,House,Private room,1,1,1,55,,,500,0,1,0,1,7,2 weeks ago,t,22,52,82,172,7,89,9,9,9,9,10,9,1,0.57
16101622,104967222,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81013665,144.9562808,Apartment,Entire home/apt,4,2,4,129,,,300,59,2,25,1,1125,22 months ago,t,0,0,0,0,14,90,10,9,10,10,10,9,1,0.57
28832475,75996674,West Melbourne,Melbourne,West Melbourne,VIC,3003,-37.80821316,144.9523163,Apartment,Shared room,1,1,1,33,,,,,1,0,2,1125,a week ago,t,13,13,13,13,1,100,10,2,10,10,10,10,4,0.57
22521785,85063271,Docklands,Melbourne,Docklands,VIC,3008,-37.81510585,144.940567,Apartment,Entire home/apt,6,2,2,155,,,700,79,4,29,2,1125,today,t,1,11,11,11,6,87,9,8,9,9,10,9,15,0.57
9865831,50569653,Fairfield,Darebin,Fairfield,VIC,3078,-37.77851854,145.0172186,Apartment,Private room,2,1,1,50,,,,,2,20,2,220,3 months ago,t,16,19,49,324,13,95,10,10,9,9,9,9,1,0.57
21554135,147731842,South Yarra,Stonnington,South Yarra,VIC,3141,-37.83485065,144.9970092,Apartment,Private room,2,1,1,96,,,,20,1,0,3,28,2 weeks ago,t,0,0,0,0,3,100,10,10,10,10,10,9,1,0.56
18167136,125313134,Kew,Boroondara,Kew,VIC,3101,-37.80948535,145.0118012,Apartment,Private room,2,1,1,80,,,,,1,0,2,1125,15 months ago,t,0,0,0,0,11,100,10,10,10,10,10,10,1,0.56
16523245,40235730,Southbank,Melbourne,Southbank,VIC,3006,-37.82655006,144.9602676,Apartment,Private room,2,1,1,125,,,250,20,1,0,1,1125,17 months ago,t,0,0,0,0,13,87,9,9,9,9,10,9,1,0.56
9011494,5344672,Malvern East,Stonnington,Malvern East,VIC,3145,-37.87482184,145.0626883,House,Private room,2,1,1,96,,,,,1,0,3,1125,5 weeks ago,t,0,0,0,189,20,100,10,10,10,10,10,10,1,0.56
8292713,3406836,Port Melbourne,Port Phillip,Port Melbourne,VIC,3207,-37.84197813,144.9453123,Condominium,Entire home/apt,2,1,1,150,950,3600,500,75,1,0,5,180,2 months ago,t,7,23,29,189,22,99,10,10,10,10,10,10,3,0.56
323280,1608157,Armadale,Stonnington,Armadale,VIC,3143,-37.86171034,145.0210338,House,Private room,1,1,1,60,446,1775,200,28,1,35,1,730365,5 weeks ago,t,30,60,90,365,45,88,9,8,10,9,9,9,3,0.56
24708002,131252638,Elwood,Port Phillip,Elwood,VIC,3184,-37.87781116,144.9812864,Guest suite,Private room,2,1,1,90,,,300,45,1,15,2,14,2 days ago,t,13,39,66,66,2,100,10,10,10,10,10,10,8,0.56
10771590,54566787,Port Melbourne,Port Phillip,Port Melbourne,VIC,3207,-37.84267324,144.939513,Apartment,Entire home/apt,2,1,1,150,,,1000,0,4,0,30,120,2 weeks ago,t,0,0,10,285,19,99,10,10,10,10,10,10,1,0.56
12155593,40644075,Croydon,Maroondah,Croydon,VIC,3136,-37.80955135,145.2828781,House,Private room,1,1,1,39,,,0,0,1,10,4,1125,4 days ago,t,23,53,83,83,12,98,10,10,10,10,10,10,3,0.56
22476293,164423279,Melbourne,Melbourne,Melbourne,VIC,3000,-37.80745479,144.9684304,Apartment,Entire home/apt,6,2,3,174,,,250,70,4,15,3,1125,today,t,16,35,56,94,6,97,10,10,10,10,10,10,3,0.56
313648,1612516,East Melbourne,Melbourne,East Melbourne,VIC,3002,-37.81244723,144.9857561,Apartment,Entire home/apt,3,1,1,109,,3185,750,60,2,10,4,1125,3 days ago,t,0,0,19,294,46,93,10,10,10,10,10,9,5,0.56
15183069,20501043,Fitzroy,Yarra,Fitzroy,VIC,3065,-37.80583494,144.9794608,Apartment,Entire home/apt,2,0,1,100,,,,30,1,30,3,1125,4 weeks ago,t,3,5,8,8,15,100,10,9,10,10,10,9,2,0.56
27734215,51705247,Saint Kilda East,Port Phillip,Saint Kilda East,VIC,3183,-37.86564718,145.0028784,Apartment,Private room,2,1,1,65,,,0,30,1,0,1,1125,2 weeks ago,t,7,37,61,251,1,80,10,4,10,10,8,6,1,0.56
25194858,32565136,Collingwood,Yarra,Collingwood,VIC,3066,-37.80518945,144.9852681,Loft,Entire home/apt,6,2,4,251,,,,,1,0,3,1125,4 months ago,t,9,20,24,174,3,73,8,7,7,7,9,7,1,0.56
28207159,48014108,South Yarra,Stonnington,South Yarra,VIC,3141,-37.83772143,144.9974046,Apartment,Entire home/apt,4,2,2,199,,,200,120,1,0,1,1125,today,t,10,29,57,332,1,100,10,10,10,10,10,10,62,0.56
19578782,2285935,Windsor,Stonnington,Windsor,VIC,3181,-37.85434572,144.9933745,Apartment,Entire home/apt,2,1,1,80,,,0,40,1,0,2,14,2 months ago,t,0,0,0,74,9,100,10,10,10,10,10,10,1,0.56
12072371,52909626,Preston,Darebin,Preston,VIC,3072,-37.74871545,145.0033317,Apartment,Entire home/apt,2,1,1,100,,,,40,1,0,2,30,2 weeks ago,t,0,0,29,119,18,96,10,9,10,10,9,10,1,0.56
18846759,131252638,"Elwood, St. Kilda ",Port Phillip,"Elwood, St. Kilda",VIC,3184,-37.87603947,144.9800032,Guest suite,Private room,2,1,1,100,,,300,45,1,0,1,6,2 days ago,t,14,33,60,60,10,90,9,10,9,9,9,9,8,0.56
8247270,40097725,Abbotsford,Yarra,Abbotsford,VIC,3067,-37.80812925,144.9934365,House,Private room,3,1,3,96,,,,29,1,0,1,8,2 months ago,t,0,0,0,0,22,100,10,10,10,10,10,10,10,0.56
21478490,79018684,Box Hill,Whitehorse,Box Hill,VIC,3128,-37.82191832,145.1189925,House,Private room,3,1,2,109,,,200,55,3,10,2,1125,5 weeks ago,t,9,37,67,157,6,100,10,10,10,10,10,10,6,0.56
3006101,15319448,Footscray,Maribyrnong,Footscray,VIC,3011,-37.798967,144.8809564,Apartment,Private room,1,1,1,46,290,1250,0,8,1,20,1,1125,2 weeks ago,t,3,21,51,51,23,95,10,9,10,10,10,9,3,0.56
22740555,156581439,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81506309,144.9532492,Apartment,Entire home/apt,4,2,3,179,,,200,110,1,50,1,1125,2 months ago,t,0,0,0,35,6,100,10,10,10,10,10,10,3,0.56
21246334,139177631,Williams Landing,Wyndham,Williams Landing,VIC,3027,-37.86533222,144.7349036,House,Private room,2,1,1,44,,,,10,1,0,1,1125,8 months ago,t,0,0,6,96,7,100,10,9,10,10,9,10,1,0.56
23486394,174309292,Melbourne,Melbourne,Melbourne,VIC,3000,-37.81623835,144.9538455,Apartment,Entire home/apt,6,2,4,155,,,0,150,4,50,1,1125,2 weeks ago,t,19,40,70,345,4,93,10,9,10,10,10,10,4,0.56
16381201,2418728,Northcote,Darebin,Northcote,VIC,3070,-37.773208,144.9978643,Apartment,Entire home/apt,4,2,2,93,,,0,30,1,10,1,10,2 weeks ago,t,0,0,0,0,13,94,10,9,10,10,10,10,2,0.55
18953284,15785517,Elwood,Port Phillip,Elwood,VIC,3184,-37.8838801,144.9807192,House,Entire home/apt,5,3,4,220,,,550,100,4,25,2,365,3 weeks ago,t,0,5,35,266,6,97,9,9,9,9,10,9,1,0.55
27009641,201957906,Mt Dandenong,Yarra Ranges,Mt Dandenong,VIC,3767,-37.8292639,145.3516864,Cottage,Entire home/apt,2,1,1,116,,,,85,2,0,1,1125,yesterday,t,17,46,69,339,1,100,10,10,10,10,10,10,5,0.55
18198089,1205911,Southbank,Melbourne,Southbank,VIC,3006,-37.82545142,144.9575725,Apartment,Private room,2,1,1,90,,,200,30,1,0,2,1125,2 weeks ago,t,0,0,15,15,11,95,10,9,10,10,10,10,1,0.55
28923119,41669935,Bentleigh,Glen Eira,Bentleigh,VIC,3204,-37.931055,145.0395783,Townhouse,Private room,1,1,1,60,,,,,1,0,3,7,2 months ago,t,30,60,90,365,1,,,,,,,,1,0.55
24699861,46085943,Hawthorn,Boroondara,Hawthorn,VIC,3122,-37.83397634,145.0409907,Apartment,Private room,2,1,1,35,,,0,0,1,25,3,21,6 months ago,t,29,50,80,80,4,100,10,9,10,10,10,10,1,0.55
24364985,15881743,Saint Kilda,Port Phillip,Saint Kilda,VIC,3182,-37.86769166,144.979327,Apartment,Entire home/apt,3,1,1,125,,,150,70,2,10,2,1125,2 weeks ago,t,13,35,61,336,1,100,10,10,6,8,10,10,5,0.55
21668457,151975251,Melbourne,Melbourne,Melbourne,VIC,3000,-37.8103599,144.9609748,Apartment,Entire home/apt,5,2,3,219,,,200,79,4,40,2,1125,5 months ago,t,30,60,90,90,7,76,7,8,8,8,9,7,8,0.55
